State,Crop,Season,District ,Area ,Production,Yield,Profit,Rainfall,Year
Andaman and Nicobar Island,Cashewnut,Whole Year ,NORTH AND MIDDLE ANDAMAN,67.16666666666667,43.666666666666664,0.7266666666666667,17.297325543666233,31.704652040306303,2010
Andaman and Nicobar Island,Cashewnut,Whole Year ,SOUTH ANDAMANS,102.4,26.2,0.266,50.52086054723006,44.20469592949172,2015
Andaman and Nicobar Island,Coconut ,Whole Year ,NICOBARS,18692.1505,77372000.0,4630.675499999999,59.61561111088449,1.319164890139568,2012
Andaman and Nicobar Island,Coconut ,Whole Year ,NORTH AND MIDDLE ANDAMAN,3669.8776923076925,16272307.692307692,4815.498461538462,70.42424475868972,0.551768206617187,2010
Andaman and Nicobar Island,Coconut ,Whole Year ,SOUTH ANDAMANS,4245.316,19555333.333333332,5166.812000000001,-99.37081111795496,14.888779767283166,2013
Andaman and Nicobar Island,Cowpea(Lobia),Rabi       ,NICOBARS,22.119999999999997,60.0,2.698,80.19330131035102,78.29794536781121,2013
Andaman and Nicobar Island,Cowpea(Lobia),Rabi       ,NORTH AND MIDDLE ANDAMAN,365.6,1891.0,5.101999999999999,-10.715594631777975,90.64141315443028,2018
Andaman and Nicobar Island,Cowpea(Lobia),Rabi       ,SOUTH ANDAMANS,95.88333333333333,642.2,5.083333333333333,86.53670695743284,13.569351550062791,2007
Andaman and Nicobar Island,Dry chillies,Kharif     ,NICOBARS,218.2,410.0,1.88,72.06864424120897,33.773952672852495,2007
Andaman and Nicobar Island,Dry chillies,Rabi       ,NICOBARS,21.19727272727273,33.54545454545455,1.0581818181818183,-97.93985746915286,96.7619435504366,2002
Andaman and Nicobar Island,Dry chillies,Rabi       ,NORTH AND MIDDLE ANDAMAN,165.477,442.0,2.998,-18.238383103853906,4.893173838440812,2006
Andaman and Nicobar Island,Dry chillies,Rabi       ,SOUTH ANDAMANS,78.922,337.4,7.204000000000001,-30.113954576289274,81.47454777725753,2000
Andaman and Nicobar Island,Dry chillies,Summer     ,NICOBARS,387.5,566.5,1.46,79.37827706697794,74.0163388440979,2006
Andaman and Nicobar Island,Dry chillies,Whole Year ,NICOBARS,110.6,71.25,1.438,0.6191451054611719,26.75518822287075,2019
Andaman and Nicobar Island,Dry chillies,Whole Year ,NORTH AND MIDDLE ANDAMAN,235.72,824.0,3.5,-56.662059833767216,1.2154667323587165,2014
Andaman and Nicobar Island,Dry chillies,Whole Year ,SOUTH ANDAMANS,282.86,467.0,1.372,85.38730273861893,22.787462028617888,2014
Andaman and Nicobar Island,Ginger,Rabi       ,NICOBARS,3.8660000000000005,10.1,3.069,34.18792610542161,88.35329404493892,2004
Andaman and Nicobar Island,Ginger,Rabi       ,NORTH AND MIDDLE ANDAMAN,102.33,968.7,9.354000000000001,-29.974355899969723,51.46064875664621,2020
Andaman and Nicobar Island,Ginger,Rabi       ,SOUTH ANDAMANS,64.107,541.9,8.758,-78.60507409598871,92.27546019663659,2009
Andaman and Nicobar Island,Ginger,Whole Year ,NICOBARS,59.21666666666667,174.33333333333334,2.9266666666666663,41.474455033061474,53.86939617362353,2010
Andaman and Nicobar Island,Ginger,Whole Year ,NORTH AND MIDDLE ANDAMAN,264.88666666666666,1057.6666666666667,5.29,64.29321372855941,96.28731517102956,2007
Andaman and Nicobar Island,Ginger,Whole Year ,SOUTH ANDAMANS,293.78000000000003,1321.2,5.587999999999999,-19.43222156884994,53.75586152107433,2011
Andaman and Nicobar Island,Groundnut,Rabi       ,NORTH AND MIDDLE ANDAMAN,7.672222222222222,6.333333333333333,0.9244444444444445,-65.99147556367666,81.191913502266,2021
Andaman and Nicobar Island,Groundnut,Rabi       ,SOUTH ANDAMANS,7.816666666666666,6.5,0.71,81.32005416173087,26.7589875594491,2012
Andaman and Nicobar Island,Groundnut,Summer     ,NORTH AND MIDDLE ANDAMAN,21.5,16.0,0.88,31.722757434491456,68.3549275819186,2015
Andaman and Nicobar Island,Maize,Rabi       ,NICOBARS,41.574999999999996,152.0,3.3216666666666668,67.45208936310306,62.086441991205454,2013
Andaman and Nicobar Island,Maize,Rabi       ,NORTH AND MIDDLE ANDAMAN,59.58200000000001,141.3,2.273,-92.5754565294858,41.64860873622575,2014
Andaman and Nicobar Island,Maize,Rabi       ,SOUTH ANDAMANS,44.492000000000004,108.8,2.262,98.7397249290481,63.78073298305262,2013
Andaman and Nicobar Island,Maize,Summer     ,NICOBARS,201.0,523.0,2.58,-88.6970441784932,45.622661234789966,2011
Andaman and Nicobar Island,Moong(Green Gram),Rabi       ,NICOBARS,149.046,90.8,1.1480000000000001,-70.91266788824436,92.22308707243596,2003
Andaman and Nicobar Island,Moong(Green Gram),Rabi       ,NORTH AND MIDDLE ANDAMAN,605.72,295.6,0.45,20.507013675817177,23.994929090391736,2008
Andaman and Nicobar Island,Moong(Green Gram),Rabi       ,SOUTH ANDAMANS,13.035555555555554,6.444444444444445,0.4744444444444445,-25.596401638621515,70.03219343715529,2006
Andaman and Nicobar Island,Moong(Green Gram),Summer     ,NICOBARS,1096.5,656.0,0.5800000000000001,-8.472783929884258,59.24801639404603,2012
Andaman and Nicobar Island,Oilseeds total,Whole Year ,NORTH AND MIDDLE ANDAMAN,59.625,23.5,0.395,-52.12036422694473,40.41493237901813,2007
Andaman and Nicobar Island,Oilseeds total,Whole Year ,SOUTH ANDAMANS,9.55,8.5,0.8625,-39.06118197001926,86.0795329703912,2013
Andaman and Nicobar Island,Other Kharif pulses,Kharif     ,NICOBARS,2.0,1.0,0.5,-4.6702829788246305,89.76076144805904,2019
Andaman and Nicobar Island,Other Kharif pulses,Kharif     ,NORTH AND MIDDLE ANDAMAN,543.0,323.5,0.575,82.40351192538452,64.78245786475884,2003
Andaman and Nicobar Island,Rapeseed &Mustard,Rabi       ,NORTH AND MIDDLE ANDAMAN,9.245555555555555,3.5555555555555554,0.9833333333333333,38.7891346057462,30.787639246878506,2005
Andaman and Nicobar Island,Rapeseed &Mustard,Rabi       ,SOUTH ANDAMANS,0.825,0.5,0.8425,-79.1264413196281,82.4839753344668,2001
Andaman and Nicobar Island,Rapeseed &Mustard,Summer     ,NORTH AND MIDDLE ANDAMAN,21.0,8.5,0.45,-89.38274211268673,51.68911274919331,2017
Andaman and Nicobar Island,Rice,Autumn     ,NICOBARS,1339.3725,2616.0,1.78,11.163792566800467,10.426759648636752,2015
Andaman and Nicobar Island,Rice,Autumn     ,NORTH AND MIDDLE ANDAMAN,6199.9169999999995,14118.7,2.302,49.3031539562308,44.21704386001255,2003
Andaman and Nicobar Island,Rice,Autumn     ,SOUTH ANDAMANS,415.741,927.2,2.232,-32.947704551764346,8.317167982535057,2019
Andaman and Nicobar Island,Rice,Kharif     ,NICOBARS,1116.4257142857143,3310.1428571428573,3.044285714285714,-7.163163776011714,2.5506626981474323,2004
Andaman and Nicobar Island,Rice,Kharif     ,NORTH AND MIDDLE ANDAMAN,9117.1,25964.0,2.8366666666666664,-44.753706419123795,10.57377519726057,2021
Andaman and Nicobar Island,Rice,Kharif     ,SOUTH ANDAMANS,8298.48,23978.6,2.868,58.96694626171865,42.43158010151167,2002
Andaman and Nicobar Island,Sesamum,Rabi       ,NORTH AND MIDDLE ANDAMAN,7.706,6.6,0.6519999999999999,42.26657936308925,38.325191200108,2013
Andaman and Nicobar Island,Sesamum,Summer     ,NORTH AND MIDDLE ANDAMAN,43.5,18.857142857142858,0.3985714285714286,-13.004425719144947,10.304990091965072,2021
Andaman and Nicobar Island,Sesamum,Summer     ,SOUTH ANDAMANS,6.5,3.0,0.52,43.55484602030282,12.004283816013118,2014
Andaman and Nicobar Island,Sugarcane,Autumn     ,NICOBARS,27.985833333333332,385.9166666666667,8.049999999999999,-13.269667570267288,99.81163100885999,2016
Andaman and Nicobar Island,Sugarcane,Autumn     ,NORTH AND MIDDLE ANDAMAN,99.612,1596.3,13.267000000000001,-88.02376848775089,81.2933875070364,2013
Andaman and Nicobar Island,Sugarcane,Autumn     ,SOUTH ANDAMANS,50.357,981.8,18.766,-11.230803897580685,61.14834809702799,2020
Andaman and Nicobar Island,Sugarcane,Kharif     ,NICOBARS,106.5,2129.0,19.99,-84.3136656567519,98.96403246499864,2005
Andaman and Nicobar Island,Sugarcane,Rabi       ,NICOBARS,70.93,1419.0,20.01,98.33115345902016,97.60028110173305,2003
Andaman and Nicobar Island,Sugarcane,Summer     ,NICOBARS,33.5,578.5,16.835,88.69250595094391,55.356091221541035,2016
Andaman and Nicobar Island,Sugarcane,Whole Year ,NICOBARS,1.8,11.0,3.375,-80.34441770740119,85.7086432180227,2002
Andaman and Nicobar Island,Sugarcane,Whole Year ,NORTH AND MIDDLE ANDAMAN,97.76666666666667,2538.3333333333335,25.636666666666667,-89.0245638518489,59.64221933111459,2004
Andaman and Nicobar Island,Sugarcane,Whole Year ,SOUTH ANDAMANS,209.956,4329.6,17.904,-23.950063499212803,91.8653297454154,2016
Andaman and Nicobar Island,Sunflower,Rabi       ,NORTH AND MIDDLE ANDAMAN,1.5859999999999999,1.4,1.1640000000000001,-34.306591494508496,83.61239599443869,2014
Andaman and Nicobar Island,Sunflower,Rabi       ,SOUTH ANDAMANS,1.0,1.0,0.5,-47.49911041894552,97.6310335817283,2016
Andaman and Nicobar Island,Sunflower,Summer     ,NORTH AND MIDDLE ANDAMAN,12.0,13.0,1.08,-71.55098211959623,23.769677770630558,2000
Andaman and Nicobar Island,Sweet potato,Autumn     ,NICOBARS,65.0,360.0,5.54,78.06145197404993,87.29179378912661,2012
Andaman and Nicobar Island,Sweet potato,Rabi       ,NICOBARS,23.034545454545455,203.9090909090909,14.923636363636364,-12.357074094035568,19.355739494675163,2003
Andaman and Nicobar Island,Sweet potato,Rabi       ,NORTH AND MIDDLE ANDAMAN,62.777,621.6,9.937999999999999,-29.698252973472904,97.64618372974614,2004
Andaman and Nicobar Island,Sweet potato,Rabi       ,SOUTH ANDAMANS,28.485000000000003,431.0,26.095999999999997,-86.25874620146759,73.1102985213378,2014
Andaman and Nicobar Island,Sweet potato,Summer     ,NICOBARS,108.0,631.5,5.83,80.17872091729345,65.36659126455217,2001
Andaman and Nicobar Island,Sweet potato,Whole Year ,NICOBARS,11.333333333333334,44.666666666666664,3.5933333333333337,-59.88831340139693,64.45916399583442,2018
Andaman and Nicobar Island,Sweet potato,Whole Year ,NORTH AND MIDDLE ANDAMAN,69.33333333333333,362.6666666666667,6.286666666666666,-94.98258601694272,18.91628578709984,2019
Andaman and Nicobar Island,Sweet potato,Whole Year ,SOUTH ANDAMANS,81.15,460.0,6.275,12.663309303276705,96.68090545898069,2020
Andaman and Nicobar Island,Tapioca,Autumn     ,NICOBARS,108.0,848.0,7.85,-81.33627086703426,62.536262888597726,2016
Andaman and Nicobar Island,Tapioca,Rabi       ,NICOBARS,225.95,1347.0,5.96,44.00792884424794,15.589585855319177,2019
Andaman and Nicobar Island,Tapioca,Summer     ,NICOBARS,191.5,1692.5,8.705,85.12521262497589,66.9482048162737,2012
Andaman and Nicobar Island,Tapioca,Whole Year ,NICOBARS,52.92083333333333,431.6666666666667,8.244166666666667,-1.308038252864037,39.17378472963961,2005
Andaman and Nicobar Island,Tapioca,Whole Year ,NORTH AND MIDDLE ANDAMAN,122.09249999999999,1348.1666666666667,13.229166666666666,44.82262304916142,86.61616932497404,2005
Andaman and Nicobar Island,Tapioca,Whole Year ,SOUTH ANDAMANS,42.685833333333335,519.75,20.253333333333334,73.59162310514333,38.50427887494185,2019
Andaman and Nicobar Island,Turmeric,Rabi       ,NICOBARS,13.21625,62.625,1.87875,-54.867078495899754,5.527590200020627,2011
Andaman and Nicobar Island,Turmeric,Rabi       ,NORTH AND MIDDLE ANDAMAN,72.657,526.2,6.83,-40.10886951084927,58.207292570331695,2003
Andaman and Nicobar Island,Turmeric,Rabi       ,SOUTH ANDAMANS,14.646,139.1,9.3,4.696704284746019,7.195963758278323,2009
Andaman and Nicobar Island,Turmeric,Summer     ,NICOBARS,83.0,382.5,4.61,61.585411988494315,54.967680708730086,2014
Andaman and Nicobar Island,Turmeric,Whole Year ,NICOBARS,6.25,35.5,3.705,76.81833694872057,80.97494756581308,2019
Andaman and Nicobar Island,Turmeric,Whole Year ,NORTH AND MIDDLE ANDAMAN,68.0,408.0,6.0,-61.847965838969834,15.849910924181366,2008
Andaman and Nicobar Island,Turmeric,Whole Year ,SOUTH ANDAMANS,45.85,316.0,6.5,43.47493325794417,4.122644264382291,2000
Andaman and Nicobar Island,Urad,Rabi       ,NICOBARS,445.40333333333336,265.0,0.59,96.10649674136761,35.54603570567208,2019
Andaman and Nicobar Island,Urad,Rabi       ,NORTH AND MIDDLE ANDAMAN,519.685,247.9,0.458,93.45908316458,22.62497526638041,2011
Andaman and Nicobar Island,Urad,Rabi       ,SOUTH ANDAMANS,11.277777777777779,5.888888888888889,0.4066666666666667,25.19282966818453,4.462975170134098,2006
Andaman and Nicobar Island,Urad,Summer     ,NICOBARS,1217.0,664.0,0.545,-79.34841981155395,83.74763937520805,2013
Andaman and Nicobar Island,other oilseeds,Rabi       ,NORTH AND MIDDLE ANDAMAN,0.16,0.0,1.25,-13.216335943356896,56.52442521150876,2001
Andaman and Nicobar Island,other oilseeds,Whole Year ,NICOBARS,2.6,0.0,0.09,-3.1760880214033875,77.65652624778336,2010
Andaman and Nicobar Island,other oilseeds,Whole Year ,NORTH AND MIDDLE ANDAMAN,84.31,38.0,0.505,68.78578658462214,55.58184530217073,2000
Andaman and Nicobar Island,other oilseeds,Whole Year ,SOUTH ANDAMANS,66.80799999999999,34.2,0.5359999999999999,-76.29430401829131,10.62524604196714,2007
Andhra Pradesh,Arecanut,Kharif     ,ANANTAPUR,599.875,2901.125,4.1,2.3303731917888797,90.77827814128749,2020
Andhra Pradesh,Arecanut,Kharif     ,EAST GODAVARI,57.375,123.875,2.57375,-15.298843433745432,55.62796319537606,2015
Andhra Pradesh,Arecanut,Kharif     ,VIZIANAGARAM,3.0,13.666666666666666,3.8433333333333337,40.912295618268644,95.10855276773601,2019
Andhra Pradesh,Arecanut,Kharif     ,WEST GODAVARI,30.5,245.75,6.3100000000000005,-64.87091450795295,63.73903402632568,2021
Andhra Pradesh,Arecanut,Whole Year ,ANANTAPUR,315.4,290.8,1.018,9.920717726133233,34.47441850687011,2010
Andhra Pradesh,Arecanut,Whole Year ,EAST GODAVARI,12.333333333333334,11.88888888888889,1.161111111111111,-12.3460990188875,29.4766768604074,2014
Andhra Pradesh,Arecanut,Whole Year ,KRISHNA,10.6,12.2,1.42,-38.33054449964168,89.22033301694793,2011
Andhra Pradesh,Arecanut,Whole Year ,VIZIANAGARAM,6.714285714285714,7.0,0.8214285714285714,-34.208901413278525,8.59357720775903,2013
Andhra Pradesh,Arecanut,Whole Year ,WEST GODAVARI,10.833333333333334,7.666666666666667,0.7616666666666667,37.483880343002255,56.28698198083395,2016
Andhra Pradesh,Arhar/Tur,Kharif     ,ADILABAD,38584.333333333336,18376.266666666666,0.47333333333333333,-94.401136081433,61.18555452488318,2013
Andhra Pradesh,Arhar/Tur,Kharif     ,ANANTAPUR,40846.22727272727,8619.772727272728,0.22863636363636364,-39.864768475903475,31.088360130336213,2009
Andhra Pradesh,Arhar/Tur,Kharif     ,CHITTOOR,7109.045454545455,1336.409090909091,0.19090909090909092,-20.060500264157398,12.092173417921959,2009
Andhra Pradesh,Arhar/Tur,Kharif     ,EAST GODAVARI,1305.857142857143,603.6666666666666,0.5047619047619047,-72.44595536553808,61.07967391527731,2006
Andhra Pradesh,Arhar/Tur,Kharif     ,GUNTUR,25782.545454545456,21655.81818181818,0.9109090909090909,9.192604048696154,90.32919742996636,2003
Andhra Pradesh,Arhar/Tur,Kharif     ,KADAPA,11777.681818181818,3346.409090909091,0.27909090909090906,-57.94808090027628,29.985657676145937,2008
Andhra Pradesh,Arhar/Tur,Kharif     ,KARIMNAGAR,8294.2,4035.4,0.4633333333333333,22.45607191872554,57.207696256296735,2020
Andhra Pradesh,Arhar/Tur,Kharif     ,KHAMMAM,19430.0,9731.333333333334,0.48000000000000004,-91.1481655449321,54.29885423988925,2002
Andhra Pradesh,Arhar/Tur,Kharif     ,KRISHNA,4816.318181818182,2827.5454545454545,0.6413636363636364,-37.398225796822125,16.712609271459133,2018
Andhra Pradesh,Arhar/Tur,Kharif     ,KURNOOL,45162.681818181816,18735.954545454544,0.4218181818181818,-76.86891689289578,44.97963375217279,2004
Andhra Pradesh,Arhar/Tur,Kharif     ,MAHBUBNAGAR,73944.73333333334,27614.4,0.372,-50.590718925952615,64.82025540718756,2020
Andhra Pradesh,Arhar/Tur,Kharif     ,MEDAK,23187.2,10172.4,0.41333333333333333,-16.078422040378967,33.42433579716373,2005
Andhra Pradesh,Arhar/Tur,Kharif     ,NALGONDA,33210.8,12882.266666666666,0.37266666666666665,64.88120364452723,88.27884961181563,2001
Andhra Pradesh,Arhar/Tur,Kharif     ,NIZAMABAD,3098.133333333333,2012.4,0.59,13.358282044166643,35.80397663247672,2004
Andhra Pradesh,Arhar/Tur,Kharif     ,PRAKASAM,67869.72727272728,33131.36363636364,0.4818181818181818,-93.08000716943026,12.938004430773608,2007
Andhra Pradesh,Arhar/Tur,Kharif     ,RANGAREDDI,35077.46666666667,17065.0,0.4906666666666667,-67.03045076287935,30.333945443271848,2002
Andhra Pradesh,Arhar/Tur,Kharif     ,SPSR NELLORE,1097.8181818181818,691.8181818181819,0.644090909090909,26.267939621814932,18.19322793825805,2007
Andhra Pradesh,Arhar/Tur,Kharif     ,SRIKAKULAM,1220.5,650.6363636363636,0.5413636363636364,85.43165532893741,98.08805522531716,2002
Andhra Pradesh,Arhar/Tur,Kharif     ,VISAKHAPATANAM,3166.909090909091,1174.409090909091,0.3831818181818182,-69.56243961899665,59.52287722670503,2015
Andhra Pradesh,Arhar/Tur,Kharif     ,VIZIANAGARAM,1504.6818181818182,849.8181818181819,0.5631818181818182,-60.21964192331568,51.05084850582041,2000
Andhra Pradesh,Arhar/Tur,Kharif     ,WARANGAL,21274.933333333334,8660.666666666666,0.41733333333333333,-4.614336345222128,48.12794529940304,2021
Andhra Pradesh,Arhar/Tur,Kharif     ,WEST GODAVARI,318.55,184.45,0.5820000000000001,44.83080358505549,64.09158971359571,2010
Andhra Pradesh,Arhar/Tur,Rabi       ,ADILABAD,1602.909090909091,804.2727272727273,0.51,-48.056548133400035,7.650971036850218,2011
Andhra Pradesh,Arhar/Tur,Rabi       ,ANANTAPUR,60.0,22.4,0.1442857142857143,90.9300520864499,2.563089927514539,2021
Andhra Pradesh,Arhar/Tur,Rabi       ,CHITTOOR,40.625,9.428571428571429,0.1875,54.87838181126074,24.630716070122627,2010
Andhra Pradesh,Arhar/Tur,Rabi       ,EAST GODAVARI,146.7,81.7,0.517,72.01978900132943,4.216066569209431,2014
Andhra Pradesh,Arhar/Tur,Rabi       ,GUNTUR,1057.7894736842106,901.0,0.9063157894736842,64.23828481914947,62.318413660319095,2012
Andhra Pradesh,Arhar/Tur,Rabi       ,KADAPA,76.8125,24.1875,0.28875,-5.6516490263638985,12.977925351446395,2019
Andhra Pradesh,Arhar/Tur,Rabi       ,KARIMNAGAR,500.0,221.44444444444446,0.40444444444444444,78.18707752684335,8.380573422109617,2007
Andhra Pradesh,Arhar/Tur,Rabi       ,KHAMMAM,770.25,369.0833333333333,0.4841666666666667,-2.6053028697039053,41.580959651508785,2009
Andhra Pradesh,Arhar/Tur,Rabi       ,KRISHNA,86.36363636363636,58.36363636363637,0.7109090909090909,83.30418215362201,56.982615648322486,2010
Andhra Pradesh,Arhar/Tur,Rabi       ,KURNOOL,1155.7894736842106,480.1578947368421,0.42315789473684207,-46.660995912737576,98.94767068701881,2019
Andhra Pradesh,Arhar/Tur,Rabi       ,MAHBUBNAGAR,126.5,37.75,0.355,-19.681377111265235,6.673648478508887,2015
Andhra Pradesh,Arhar/Tur,Rabi       ,MEDAK,154.6,42.0,0.442,-30.423765966747453,87.88152608160154,2003
Andhra Pradesh,Arhar/Tur,Rabi       ,NALGONDA,990.1111111111111,392.44444444444446,0.36666666666666664,-28.78282418666842,12.845425936585574,2021
Andhra Pradesh,Arhar/Tur,Rabi       ,NIZAMABAD,140.375,105.83333333333333,0.41125,55.50753865545815,44.794825651743544,2010
Andhra Pradesh,Arhar/Tur,Rabi       ,PRAKASAM,376.125,170.625,0.491875,-9.247569417168194,94.50523333646242,2019
Andhra Pradesh,Arhar/Tur,Rabi       ,RANGAREDDI,117.0,46.75,0.315,72.6238692298362,73.04409012107413,2013
Andhra Pradesh,Arhar/Tur,Rabi       ,SPSR NELLORE,297.94444444444446,158.27777777777777,0.5894444444444444,-42.44810073078513,30.451595320496605,2020
Andhra Pradesh,Arhar/Tur,Rabi       ,SRIKAKULAM,16.571428571428573,9.714285714285714,0.5571428571428572,-21.46004814031859,51.55272543684294,2005
Andhra Pradesh,Arhar/Tur,Rabi       ,VISAKHAPATANAM,45.25,21.75,0.3408333333333333,-94.1018797047265,85.12650934271502,2016
Andhra Pradesh,Arhar/Tur,Rabi       ,VIZIANAGARAM,39.5,27.25,0.6825,38.88050327343285,10.628426036861638,2014
Andhra Pradesh,Arhar/Tur,Rabi       ,WARANGAL,954.6666666666666,356.3333333333333,0.3858333333333333,-59.189892586679996,20.09856906225155,2020
Andhra Pradesh,Arhar/Tur,Rabi       ,WEST GODAVARI,170.13333333333333,120.53333333333333,0.596,5.294848542296265,89.30770896440804,2011
Andhra Pradesh,Bajra,Kharif     ,ANANTAPUR,1995.3478260869565,1843.6521739130435,0.9295652173913043,6.913999400925363,99.32149487068021,2006
Andhra Pradesh,Bajra,Kharif     ,CHITTOOR,2246.521739130435,3930.608695652174,1.7739130434782608,-62.9339526621405,46.48927333247289,2011
Andhra Pradesh,Bajra,Kharif     ,EAST GODAVARI,1223.8636363636363,870.9090909090909,0.8504545454545455,-60.962501918758846,22.48958128455013,2019
Andhra Pradesh,Bajra,Kharif     ,GUNTUR,1824.15,2206.45,1.286,90.95167844955648,48.55247849184082,2005
Andhra Pradesh,Bajra,Kharif     ,KADAPA,2765.2608695652175,4600.869565217391,1.784782608695652,-70.8752165027252,8.902084530488242,2012
Andhra Pradesh,Bajra,Kharif     ,KHAMMAM,241.21428571428572,125.57142857142857,0.535,-75.03217859329656,92.87026723265438,2018
Andhra Pradesh,Bajra,Kharif     ,KRISHNA,4.0,5.666666666666667,1.4666666666666668,-68.818862894041,57.82530840897292,2006
Andhra Pradesh,Bajra,Kharif     ,KURNOOL,10123.08695652174,10745.695652173914,1.11,-78.7840735284733,81.24646825573294,2021
Andhra Pradesh,Bajra,Kharif     ,MAHBUBNAGAR,9642.0625,5217.75,0.571875,76.32866536027456,88.05192317704285,2009
Andhra Pradesh,Bajra,Kharif     ,MEDAK,817.6,451.1333333333333,0.5546666666666666,6.982524907194147,56.00561550764509,2005
Andhra Pradesh,Bajra,Kharif     ,NALGONDA,9585.4375,4864.8125,0.541875,25.760044782582753,64.96587873074579,2000
